mrc_table6
par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
82,3,Highly selective public,118100,65300,0.7086519896224660,0.032987885,0.16114436,0.29528537,0.49160707,0.24098672,0.109765,0.083491459,0.074149758,0.067581378,0.62939715,55000,58300,6851,393548,0.017408296
82,4,Highly selective private,118200,72100,0.7125615575043480,0.049320582,0.18218419,0.31907398,0.52591842,0.20986412,0.0981379,0.075993963,0.090085559,0.083039761,0.62757927,58700,61900,1987,134098,0.014817522
82,5,Selective public,118200,51600,0.6458111916516030,0.015732484,0.090828024,0.18636943,0.36248407,0.27636942,0.16130573,0.10707006,0.092770696,0.083789811,0.62601912,45100,48100,31400,1944082,0.016151583
82,6,Selective private,118200,55500,0.6568830718486570,0.018670551,0.11069915,0.21477754,0.39698094,0.26390359,0.13877119,0.10076801,0.099576272,0.088718221,0.65386653,47600,50800,7552,486852,0.015511901
82,7,Nonselective four-year public,118100,36600,0.540358611473169,0.0022497189,0.035995498,0.096362956,0.2208474,0.25234345,0.20659918,0.1672291,0.15298088,0.14135733,0.53805774,33400,38500,2667,257854,0.010343063
82,8,Nonselective four-year private not-for-profit,118200,38600,0.5381143098798610,0.0098591549,0.050704226,0.12394366,0.24929577,0.23098591,0.17464788,0.16056338,0.18450704,0.16760564,0.54929578,33900,39200,710,55947,0.012690582
82,9,Two-year (public and private not-for-profit),118200,38100,0.5551391122630230,0.0036801877,0.040401179,0.099850364,0.2312452,0.25700653,0.21231851,0.15958264,0.13984713,0.12589477,0.51542848,34300,38700,24727,2021451,0.012232303
82,10,Four-year for-profit,118200,41200,0.5714275568969970,0.0064279158,0.055096418,0.13314968,0.26262626,0.25528008,0.18365473,0.16437098,0.13406795,0.12580349,0.49770433,36400,41100,1089,126025,0.0086411424
82,11,Two-year for-profit,118300,42700,0.6073940396366820,0,0.044321328,0.13850416,0.31301939,0.25484765,0.20498614,0.12188366,0.10526316,0.099722989,0.43490306,39600,42900,361,42313,0.008531657
82,12,Less than two-year schools of any type,118400,26400,0.4485501646346860,0,0,0.045977011,0.13793103,0.18390805,0.21839081,0.21839081,0.24137932,0.22988506,0.42528737,23400,32700,87,10121,0.0085959882
82,13,Attending college with insufficient data,118000,43500,0.5804691232075150,0.010373444,0.064963691,0.13965249,0.28189835,0.24027489,0.19489108,0.15728734,0.12564833,0.11294087,0.56198132,37000,41000,7712,942344,0.0081838481
82,14.1,Late attender (ages 23-28),118100,30400,0.4826556042439220,0.0033253524,0.026868848,0.066906095,0.15602554,0.20750199,0.22372971,0.23224261,0.18050013,0.16068104,0.42524606,25000,30800,7518,1239448,0.0060656033
82,14.2,Never attended college (before year 2013),118100,29300,0.4412753209082970,0.002583764,0.023587264,0.062010337,0.14452408,0.18603101,0.1934489,0.19853309,0.27746293,0.25920987,0.38589767,20800,31700,11998,2866578,0.0041854782
83,1,Ivy Plus,121300,121000,0.7574373261895190,0.15231788,0.36754966,0.48509935,0.63245034,0.13907285,0.06456954,0.059602648,0.10430463,0.092715234,0.53973508,74100,81300,604,52724,0.011455883
83,2,Other elite schools (public and private),121300,86600,0.7292239591242860,0.077254899,0.26509804,0.39725491,0.57058823,0.17372549,0.084705882,0.079215683,0.091764703,0.083137251,0.60117644,64300,68900,2550,183973,0.01386073
83,3,Highly selective public,121300,66000,0.7101985153672400,0.036779325,0.16628799,0.30360693,0.49971598,0.23430844,0.10891792,0.079096846,0.077960804,0.069298498,0.6361829,55700,59000,7042,393548,0.017893624
83,4,Highly selective private,121300,69100,0.7120773976211880,0.045454547,0.19515811,0.32855731,0.51630437,0.21590909,0.097826086,0.083498023,0.086462453,0.078557312,0.61363637,57000,61400,2024,134098,0.015093439
83,5,Selective public,121300,52900,0.6494998683202430,0.015912451,0.093713641,0.19208151,0.37378535,0.27349916,0.15245762,0.10704739,0.093210474,0.085002676,0.62681216,45900,49000,31799,1944082,0.01635682
83,6,Selective private,121400,54700,0.657655243600821,0.020226434,0.11003689,0.21880168,0.40516475,0.25696477,0.13446127,0.099224016,0.10418522,0.093372345,0.64851797,48000,51600,7861,486852,0.016146591
83,7,Nonselective four-year public,121300,37200,0.5424924589452010,0.0056882822,0.042472508,0.10656048,0.22487675,0.24080394,0.21198331,0.16989003,0.15244596,0.13765642,0.54379982,32300,37900,2637,257854,0.010226717
83,8,Nonselective four-year private not-for-profit,121300,37300,0.5299116788648730,0.005471956,0.050615594,0.10943913,0.24623804,0.1997264,0.19151847,0.18331054,0.17920657,0.1614227,0.59781122,31100,38800,731,55947,0.013065937
83,9,Two-year (public and private not-for-profit),121300,38800,0.556246690302336,0.0040578758,0.043120056,0.10357831,0.23445505,0.25396565,0.20904209,0.16465139,0.13788581,0.12407263,0.51821947,34400,38700,24397,2021451,0.012069053
83,10,Four-year for-profit,121400,39400,0.5647077667138780,0.0037807184,0.054820418,0.12003781,0.24574669,0.26181474,0.2041588,0.15784499,0.13043478,0.11909263,0.42438564,35400,39100,1058,126025,0.0083951596
83,11,Two-year for-profit,121600,37000,0.5609735453688510,0,0.024657534,0.071232878,0.24931507,0.28767124,0.15616439,0.15068494,0.15616439,0.13972603,0.42465752,38000,42000,365,42313,0.0086261909
83,12,Less than two-year schools of any type,121200,33600,0.4984562116835710,0.01111111,0.077777781,0.088888891,0.18888889,0.18888889,0.19999999,0.23333333,0.18888889,0.17777778,0.4222222,25400,32400,90,10121,0.0088924021
83,13,Attending college with insufficient data,121100,43800,0.5833410854863950,0.01138253,0.065225735,0.13761351,0.27497122,0.26205397,0.18531781,0.15270495,0.12495204,0.11599949,0.55953449,38000,42300,7819,942344,0.008297395
83,14.1,Late attender (ages 23-28),121300,30900,0.4818790920479020,0.0032028966,0.027015736,0.063640162,0.15666342,0.20498538,0.22559533,0.22893748,0.18381841,0.16404401,0.43085921,25400,30900,7181,1239448,0.0057937084
83,14.2,Never attended college (before year 2013),121200,28000,0.4362277584001870,0.002715487,0.025052557,0.059390329,0.14514716,0.1779082,0.19262438,0.19796777,0.28635249,0.26541695,0.37447444,19900,31600,11416,2866578,0.003982449
84,1,Ivy Plus,124700,124600,0.7755555917428670,0.15015975,0.35782748,0.50479233,0.65974438,0.13897763,0.062300321,0.062300317,0.076677315,0.068690099,0.55750799,76700,81400,626,52724,0.011873151
84,2,Other elite schools (public and private),124700,84600,0.7330517328725190,0.076044127,0.26162332,0.39637509,0.57880223,0.16706067,0.090228528,0.080378249,0.083530337,0.077226162,0.57722616,64300,68800,2538,183973,0.013795502
84,3,Highly selective public,124700,66900,0.7070404635070020,0.038303696,0.17920657,0.30875513,0.50123119,0.22585499,0.10930233,0.080164157,0.08344733,0.076060191,0.63119018,55900,59500,7310,393548,0.018574608
84,4,Highly selective private,124700,67600,0.7069135241672420,0.042201836,0.18990827,0.32018349,0.52064222,0.20183486,0.099541284,0.09587156,0.082110092,0.075688072,0.61513758,58000,61200,2180,134098,0.016256768
84,5,Selective public,124700,52600,0.6496437410903070,0.016586576,0.094651997,0.19556658,0.37324443,0.27388,0.15436366,0.10488296,0.093628891,0.084172994,0.62681758,45700,48700,32255,1944082,0.016591378
84,6,Selective private,124800,55500,0.662119394435996,0.018468022,0.10882499,0.2235994,0.40927121,0.25855231,0.13299455,0.10436291,0.094819039,0.086886466,0.64105105,48100,51500,8068,486852,0.016571771
84,7,Nonselective four-year public,124700,37700,0.5530162792186310,0.0040725661,0.042947054,0.09589041,0.21806738,0.27878562,0.20288782,0.15586819,0.14439097,0.1325435,0.54202145,34900,39100,2701,257854,0.01047492
84,8,Nonselective four-year private not-for-profit,124700,38700,0.5471880278617780,0.0040160641,0.056224901,0.12851405,0.25301206,0.23962517,0.18072289,0.15394913,0.17269076,0.15528782,0.60910308,34400,39900,747,55947,0.013351922
84,9,Two-year (public and private not-for-profit),124700,38300,0.5548986643930130,0.0038586266,0.040269282,0.1023357,0.23566356,0.25384837,0.20647757,0.16226755,0.14174294,0.12873034,0.51446986,34400,38900,24361,2021451,0.012051244
84,10,Four-year for-profit,124800,40100,0.5721520330161540,0.0056710774,0.0415879,0.12287334,0.26465029,0.24385633,0.20037808,0.16351606,0.12759924,0.11436673,0.4489603,35900,40500,1058,126025,0.0083951596
84,11,Two-year for-profit,124900,45700,0.6433435604265500,0.0030959751,0.055727556,0.12383901,0.34055728,0.29102167,0.19814241,0.11764706,0.052631579,0.052631579,0.53869969,44200,45400,323,42313,0.0076335878
84,12,Less than two-year schools of any type,124800,31300,0.4818337590585380,0,0.060975611,0.085365854,0.18292683,0.17073171,0.21951219,0.23170732,0.19512194,0.18292683,0.37804878,24700,33400,82,10121,0.0081019662
84,13,Attending college with insufficient data,124500,44300,0.5826199691036830,0.011372653,0.069293834,0.14123248,0.28563872,0.24464427,0.1887067,0.15247288,0.12853742,0.11610685,0.5612272,37600,42100,7562,942344,0.0080246702
84,14.1,Late attender (ages 23-28),124600,30300,0.4818348329653970,0.0027011659,0.027580325,0.067386977,0.15922661,0.2044356,0.22405459,0.22647142,0.18581177,0.16718794,0.4301962,25000,31400,7034,1239448,0.0056751068
84,14.2,Never attended college (before year 2013),124600,28600,0.4370848839377130,0.0026099926,0.028057421,0.061707679,0.14653245,0.18335198,0.18484341,0.1928598,0.29241237,0.27339673,0.37294927,20000,32300,10728,2866578,0.0037424413
85,1,Ivy Plus,128400,140900,0.7800649257231730,0.17699115,0.37315634,0.51474923,0.67404133,0.11504425,0.067846611,0.073746316,0.069321536,0.066371679,0.55309737,79600,85000,678,52724,0.012859419
85,2,Other elite schools (public and private),128400,92800,0.7363308097822070,0.084888399,0.26161727,0.39187706,0.57263082,0.17819247,0.092572264,0.076838635,0.079765826,0.073179655,0.58251005,63800,68100,2733,183973,0.014855441
85,3,Highly selective public,128400,67900,0.7078491057918830,0.040901396,0.17897616,0.30545786,0.49667841,0.23446658,0.10772438,0.079458125,0.081672527,0.074768789,0.62706786,55400,58900,7677,393548,0.019507151
85,4,Highly selective private,128500,69000,0.713773653582502,0.042682927,0.18466899,0.32578397,0.52003485,0.21472125,0.1010453,0.077961676,0.086236931,0.07752613,0.61019164,57800,61800,2296,134098,0.017121807
85,5,Selective public,128400,53100,0.6495955318617980,0.016978083,0.10000914,0.20053647,0.37714511,0.27009478,0.14847441,0.10787332,0.096412353,0.086749777,0.62294632,46100,49100,32807,1944082,0.016875317
85,6,Selective private,128400,55900,0.6580439926036920,0.022061573,0.11766172,0.22834352,0.40321577,0.25564003,0.13710582,0.10158295,0.10245544,0.092484109,0.63629568,48100,51400,8023,486852,0.016479341
85,7,Nonselective four-year public,128400,38300,0.5485845758908860,0.0079395082,0.047258981,0.10661626,0.23364839,0.25028354,0.19962193,0.16824196,0.14820416,0.1342155,0.54366732,33700,38600,2645,257854,0.010257742
85,8,Nonselective four-year private not-for-profit,128400,41100,0.5628129516865140,0.006839945,0.051983584,0.11491108,0.27222982,0.23119016,0.1874145,0.15868673,0.1504788,0.1367989,0.59370726,35900,41900,731,55947,0.013065937
85,9,Two-year (public and private not-for-profit),128400,38800,0.5594343352602120,0.0043541971,0.044714257,0.10651036,0.24115553,0.25346452,0.20891774,0.15783964,0.13862257,0.12555997,0.50826877,34800,39300,23885,2021451,0.01181577
85,10,Four-year for-profit,128400,41500,0.581294400916874,0.0058139535,0.045542635,0.12015504,0.26550388,0.27325583,0.1870155,0.15891473,0.11531008,0.10368217,0.45736435,37900,41400,1032,126025,0.0081888512
85,11,Two-year for-profit,128500,42000,0.6013329234679030,0.0030674846,0.033742331,0.12269939,0.29141104,0.26993865,0.20858896,0.10122699,0.12883435,0.11656442,0.4601227,39900,43900,326,42313,0.007704488
85,12,Less than two-year schools of any type,128400,29600,0.4688205341748660,0,0.011764706,0.094117641,0.17647059,0.1882353,0.23529412,0.16470589,0.23529412,0.2,0.45882353,23900,31900,85,10121,0.0083983792
85,13,Attending college with insufficient data,128200,45400,0.5910107561992520,0.013163039,0.073765151,0.15065816,0.30014336,0.24710022,0.17737521,0.14961553,0.12576567,0.1133846,0.55962467,39100,43500,7673,942344,0.008142462
85,14.1,Late attender (ages 23-28),128300,30800,0.4815555482000840,0.0025633294,0.0303076,0.071170084,0.15847407,0.20310615,0.22376357,0.22647768,0.18817852,0.16646563,0.41646561,24700,30800,6632,1239448,0.005350769
85,14.2,Never attended college (before year 2013),128300,27100,0.4327595216557640,0.0028982707,0.026470872,0.065017872,0.14897111,0.17215729,0.18548933,0.192735,0.30064729,0.28026277,0.37281421,19200,31800,10351,2866578,0.0036109257
86,1,Ivy Plus,132400,149100,0.7842436790622930,0.17057292,0.41666666,0.53645831,0.66015625,0.13151042,0.083333336,0.05078125,0.07421875,0.063802086,0.60807294,84500,91100,768,52724,0.014566422
86,2,Other elite schools (public and private),132500,86400,0.7468338417640910,0.079877637,0.28416044,0.42861998,0.60435075,0.15635622,0.082936779,0.076138683,0.080217533,0.072059825,0.57851803,68200,73100,2942,183973,0.015991477
86,3,Highly selective public,132500,74600,0.7125241794897660,0.037943695,0.17466341,0.30954713,0.50085682,0.22998776,0.11468788,0.078457773,0.076009788,0.06964504,0.63414931,56000,59200,8170,393548,0.020759856
86,4,Highly selective private,132500,69900,0.711819317331953,0.042749371,0.18440905,0.32942164,0.51257336,0.22003353,0.10352053,0.081307627,0.082564965,0.073763624,0.61944675,56800,60200,2386,134098,0.017792957
86,5,Selective public,132400,54100,0.6557376701652370,0.016412627,0.1019263,0.20634301,0.38769203,0.26860297,0.14678349,0.1056769,0.091244601,0.082153149,0.62229955,46700,49800,33328,1944082,0.017143309
86,6,Selective private,132500,55700,0.66261701523282,0.020021841,0.11576265,0.22982648,0.41402742,0.25021234,0.13942483,0.10010921,0.096226186,0.088096105,0.64324719,48100,51800,8241,486852,0.016927116
86,7,Nonselective four-year public,132400,39100,0.5565114469641300,0.0048154094,0.050561797,0.10794543,0.24518459,0.24678972,0.20224719,0.15770465,0.14807384,0.1364366,0.53089887,34700,40000,2492,257854,0.0096643837
86,8,Nonselective four-year private not-for-profit,132400,36700,0.5231806593913330,0.0076530613,0.051020406,0.11096939,0.22831634,0.22193877,0.18112245,0.16964287,0.19897959,0.17346939,0.56377548,31800,38300,784,55947,0.014013262
86,9,Two-year (public and private not-for-profit),132500,38900,0.5563722945822540,0.0050429506,0.045087397,0.1091927,0.24483952,0.2466772,0.20129065,0.16184452,0.14534809,0.13077481,0.50822687,34500,39400,23399,2021451,0.011575349
86,10,Four-year for-profit,132500,41700,0.587617477843288,0.0029411765,0.052941177,0.12941176,0.27352941,0.26176471,0.21568628,0.12941177,0.11960784,0.10980392,0.44705883,37800,41500,1020,126025,0.0080936318
86,11,Two-year for-profit,132700,45100,0.6175456529543480,0.0025974025,0.062337663,0.16363636,0.32987013,0.25454545,0.20259741,0.093506493,0.11948052,0.1064935,0.44935066,41100,45300,385,42313,0.0090988586
86,12,Less than two-year schools of any type,132500,33600,0.5161338100054110,0,0.010526316,0.11578947,0.2,0.18947369,0.24210526,0.21052632,0.15789475,0.14736842,0.48421052,28800,32700,95,10121,0.009386424
86,13,Attending college with insufficient data,132100,45500,0.5877096967457880,0.013164823,0.076882571,0.15666141,0.29844657,0.23709847,0.1823328,0.15297525,0.12914692,0.11716693,0.56121641,38400,43500,7596,942344,0.0080607506
86,14.1,Late attender (ages 23-28),132300,31100,0.4878940409768260,0.0035685319,0.026115166,0.071695052,0.16626115,0.20648824,0.22497973,0.21751826,0.18475264,0.16577454,0.42789942,26000,32000,6165,1239448,0.0049739885
86,14.2,Never attended college (before year 2013),132400,29400,0.4374175751494860,0.00397878,0.027647419,0.065190777,0.15343808,0.17833096,0.17782085,0.19210365,0.29830647,0.27586207,0.36941442,19500,32400,9802,2866578,0.0034194081
87,1,Ivy Plus,136800,143300,0.776685402321042,0.15474643,0.40442133,0.52275681,0.66449934,0.12093628,0.065019503,0.074122243,0.07542263,0.072821848,0.55916774,82300,90600,769,52724,0.014585388
87,2,Other elite schools (public and private),136800,83500,0.7443151166283810,0.080605313,0.27053738,0.41754168,0.59450275,0.16522545,0.084002472,0.074737489,0.081531808,0.075046323,0.57659048,67800,72200,3238,183973,0.01760041
87,3,Highly selective public,136900,70000,0.715191797094713,0.037933916,0.18346654,0.32017177,0.51831084,0.21996899,0.10366217,0.078134321,0.079923652,0.071931288,0.62972683,57400,61000,8383,393548,0.021301087
87,4,Highly selective private,136800,69500,0.7106858641265130,0.045382164,0.1950637,0.32643312,0.51074839,0.21775478,0.10429937,0.085191086,0.082006373,0.070859872,0.62101912,57000,60800,2512,134098,0.018732568
87,5,Selective public,136900,55200,0.6587930006735760,0.019399935,0.10677369,0.21464325,0.39487013,0.2638095,0.14687675,0.10277523,0.091668397,0.083553001,0.62352276,47100,50300,33763,1944082,0.017367065
87,6,Selective private,137000,57300,0.6629904143494910,0.02144615,0.11894996,0.23567326,0.41943046,0.24657214,0.13148952,0.10301183,0.099496074,0.090355091,0.65440059,48800,52700,8533,486852,0.017526887
87,7,Nonselective four-year public,136800,40100,0.5594385812299440,0.0084882779,0.050121263,0.1087308,0.24413905,0.25949878,0.19725142,0.14834277,0.15076798,0.13298303,0.54850447,35400,39900,2474,257854,0.0095945764
87,8,Nonselective four-year private not-for-profit,136700,40200,0.5378120540908790,0.011523687,0.070422538,0.13956466,0.24967991,0.23175415,0.1574904,0.17541613,0.18565941,0.17029449,0.6056338,33200,40300,781,55947,0.013959641
87,9,Two-year (public and private not-for-profit),136900,39000,0.5582019194529660,0.0044825822,0.044313524,0.10920423,0.24513319,0.24995731,0.20274077,0.16103142,0.1411373,0.1274761,0.50674522,34800,39400,23424,2021451,0.011587716
87,10,Four-year for-profit,137000,39900,0.5646003288451080,0.0051759835,0.047619049,0.11697722,0.26397517,0.24534161,0.18115942,0.16770186,0.14182195,0.1242236,0.43064183,36000,40200,966,126025,0.0076651457
87,11,Two-year for-profit,137300,42000,0.5862713810330560,0.0068259384,0.044368599,0.13993174,0.28327647,0.25255972,0.19795223,0.15699659,0.10921502,0.10921502,0.46075085,38300,41900,293,42313,0.0069245859
87,12,Less than two-year schools of any type,137100,26600,0.4518205998010880,0,0.027027028,0.040540542,0.14864865,0.17567568,0.22972973,0.21621621,0.22972973,0.2027027,0.4054054,21400,29800,74,10121,0.0073115304
87,13,Attending college with insufficient data,136600,45500,0.5916354849206150,0.0125,0.077916667,0.15541667,0.30305555,0.24333334,0.17416666,0.15486111,0.12458333,0.11180556,0.57041669,39100,43300,7200,942344,0.007640522
87,14.1,Late attender (ages 23-28),136800,31700,0.4900335249798280,0.0037853851,0.031270575,0.077353522,0.17676103,0.20786701,0.20836076,0.22251481,0.18449637,0.1650757,0.43186307,26000,32300,6076,1239448,0.0049021821
87,14.2,Never attended college (before year 2013),136800,27200,0.4280924445688020,0.003631162,0.02805898,0.065801054,0.14414613,0.17979753,0.17165492,0.19399208,0.31040934,0.2890625,0.36366636,18100,32600,9088,2866578,0.0031703305
88,1,Ivy Plus,142000,134600,0.7668232554730030,0.17191011,0.40561798,0.51235956,0.65056181,0.11910112,0.070786513,0.069662921,0.089887641,0.082022473,0.54719102,79700,89500,890,52724,0.016880358
88,2,Other elite schools (public and private),141900,96800,0.7529313970143830,0.101983,0.29206797,0.43824363,0.61076486,0.14957507,0.094334282,0.073937677,0.071388103,0.065155804,0.58498585,68700,72800,3530,183973,0.019187598
88,3,Highly selective public,141800,69600,0.719170466065251,0.041957241,0.18486337,0.32616898,0.51812047,0.2303647,0.097519152,0.076026067,0.077969588,0.069852516,0.64639306,57300,61000,8747,393548,0.022226006
88,4,Highly selective private,141900,70400,0.7199777849955770,0.044905659,0.20415094,0.33283019,0.52754718,0.2090566,0.10603774,0.083773583,0.073584907,0.063773587,0.61509436,58600,61300,2650,134098,0.019761667
88,5,Selective public,141900,55200,0.658704952865633,0.019363241,0.10975398,0.21661359,0.39806077,0.26054993,0.14454414,0.10364689,0.093198262,0.083560057,0.62520981,47400,50600,34550,1944082,0.017771885
88,6,Selective private,141900,57300,0.6679375305723920,0.023688864,0.12362994,0.24148497,0.43347082,0.2419564,0.12292281,0.10265174,0.098998234,0.088155568,0.65609902,49900,53800,8485,486852,0.017428294
88,7,Nonselective four-year public,141800,37600,0.5419209738383570,0.0049607274,0.052087639,0.10665564,0.22984704,0.24390244,0.20049608,0.16287722,0.16287722,0.14840843,0.52542371,33500,38700,2419,257854,0.0093812775
88,8,Nonselective four-year private not-for-profit,141900,37500,0.5361646076175040,0.0049079754,0.050306749,0.11656442,0.26380369,0.20368098,0.17668712,0.17668712,0.1791411,0.16441718,0.60858893,32500,39700,815,55947,0.014567358
88,9,Two-year (public and private not-for-profit),141900,39900,0.5594380503328770,0.0053865514,0.048920482,0.11377986,0.24959159,0.24786967,0.19965562,0.15916817,0.14371495,0.1306901,0.50200891,34900,39900,22649,2021451,0.011204328
88,10,Four-year for-profit,141900,42200,0.5793084509283990,0.0089285718,0.05952381,0.13293651,0.27976191,0.25892857,0.16765873,0.16468254,0.12896825,0.12202381,0.47023809,37800,41200,1008,126025,0.0079984134
88,11,Two-year for-profit,142100,40300,0.5854409675412150,0,0.03267974,0.11764706,0.29084969,0.23202614,0.22222222,0.11764706,0.13725491,0.12418301,0.50653595,36500,43200,306,42313,0.0072318199
88,12,Less than two-year schools of any type,142000,30100,0.4841501795388920,0,0.028985508,0.072463766,0.17391305,0.1884058,0.23188406,0.2173913,0.1884058,0.1884058,0.49275362,27300,33800,69,10121,0.006817508
88,13,Attending college with insufficient data,141500,46100,0.5895433293888660,0.014447592,0.080453254,0.15807365,0.30184135,0.24050991,0.17974505,0.14546743,0.13243626,0.12237961,0.56147307,38700,43400,7060,942344,0.007491956
88,14.1,Late attender (ages 23-28),141800,32200,0.4921792759086030,0.0033292447,0.035395131,0.082004555,0.17294551,0.20693885,0.2118451,0.22849132,0.17977922,0.16278255,0.43578061,25900,32100,5707,1239448,0.0046044691
88,14.2,Never attended college (before year 2013),141700,27900,0.4308374204518420,0.0043733455,0.028426746,0.073311083,0.15778571,0.17205663,0.17079066,0.18149385,0.31787318,0.29715732,0.36390838,18600,33200,8689,2866578,0.0030311402
89,1,Ivy Plus,147300,136800,0.7706818812060420,0.14857745,0.39515278,0.51527923,0.65648049,0.11801896,0.066385671,0.08219178,0.07692308,0.069546893,0.5553214,79800,85900,949,52724,0.017999394
89,2,Other elite schools (public and private),147500,85700,0.7429098162263090,0.083807558,0.26383859,0.40739784,0.59622353,0.16192447,0.086394206,0.07578893,0.079668909,0.073719606,0.58199692,66200,70200,3866,183973,0.021013953
89,3,Highly selective public,147500,70100,0.713590938737504,0.043091435,0.19305392,0.32822382,0.51816911,0.21577875,0.10483439,0.077071495,0.084146209,0.07760746,0.63608104,57500,61100,9329,393548,0.023704858
89,4,Highly selective private,147500,70200,0.7172642958476030,0.045010466,0.18562457,0.33810189,0.53593856,0.20202373,0.09560363,0.083042569,0.083391488,0.076413117,0.60432661,58700,62500,2866,134098,0.02137243
89,5,Selective public,147500,55800,0.6599093319272510,0.021752335,0.11359232,0.21972173,0.40244713,0.25784618,0.14107201,0.10511701,0.093517691,0.084261373,0.62138784,47800,51100,34571,1944082,0.017782686
89,6,Selective private,147500,57300,0.6662898569068030,0.02501137,0.12198727,0.23487949,0.4258754,0.24727149,0.12346521,0.11016371,0.09322419,0.084129147,0.63972259,49500,53000,8796,486852,0.018067092
89,7,Nonselective four-year public,147400,38500,0.5487678587955400,0.0054806075,0.048060708,0.113828,0.22934233,0.26053962,0.19772345,0.15682968,0.15556493,0.14249578,0.52318722,34400,38800,2372,257854,0.0091990037
89,8,Nonselective four-year private not-for-profit,147400,37000,0.5277412026356180,0.0048602675,0.044957474,0.12515189,0.2345079,0.22235723,0.18347509,0.17253949,0.18712029,0.17253949,0.54921019,31900,38200,823,55947,0.014710351
89,9,Two-year (public and private not-for-profit),147500,39500,0.5611003089003300,0.0049591209,0.05026136,0.11495331,0.25331724,0.23982486,0.20770228,0.16047893,0.13867667,0.1242014,0.50109458,34800,39300,22383,2021451,0.011072739
89,10,Four-year for-profit,147500,44600,0.581356157862346,0.004602992,0.06329114,0.16110471,0.30494821,0.21403912,0.19792865,0.136939,0.146145,0.13578826,0.44764096,36900,44000,869,126025,0.0068954574
89,11,Two-year for-profit,147700,43600,0.6006406906499050,0.0035842294,0.07526882,0.11827957,0.30465952,0.27240142,0.16129032,0.1469534,0.11469534,0.10035843,0.45878136,41400,45200,279,42313,0.0065937182
89,12,Less than two-year schools of any type,148100,30400,0.479750857412512,0,0.029411767,0.088235296,0.20588236,0.17647059,0.13235295,0.29411766,0.19117647,0.17647059,0.5147059,24600,32300,68,10121,0.0067187035
89,13,Attending college with insufficient data,147100,48600,0.595921563093331,0.018100807,0.088137008,0.16917294,0.31300473,0.23823448,0.17265385,0.14592035,0.13018657,0.11876915,0.56892228,39500,44300,7182,942344,0.0076214205
89,14.1,Late attender (ages 23-28),147400,33100,0.4991193026457940,0.0047089849,0.038048595,0.085326806,0.18986626,0.19984931,0.21303447,0.2198154,0.17743455,0.15916368,0.44433981,26800,32800,5309,1239448,0.0042833583
89,14.2,Never attended college (before year 2013),147300,28000,0.4261474602137780,0.0051826569,0.031095942,0.074200481,0.15168752,0.16723549,0.17090128,0.19592972,0.314246,0.29402098,0.36758944,17300,32300,7911,2866578,0.0027597365
90,1,Ivy Plus,154000,110200,0.7712093052408380,0.15154441,0.37065637,0.49517375,0.6554054,0.12162162,0.071428575,0.077220075,0.074324325,0.068532817,0.55694979,76300,81200,1036,52724,0.019649496
90,2,Other elite schools (public and private),154000,89800,0.7404448103266950,0.088164829,0.27767131,0.42165789,0.5963105,0.15692382,0.082894109,0.081456639,0.082414947,0.074508861,0.58552945,66500,71600,4174,183973,0.022688111
90,3,Highly selective public,154000,74400,0.7292359823331680,0.049058523,0.20407125,0.34880409,0.53679389,0.21516539,0.10310432,0.073791347,0.071145035,0.064223915,0.63175571,59400,62900,9825,393548,0.024965189
90,4,Highly selective private,154200,76100,0.7175875812479020,0.045528453,0.21463415,0.35121951,0.53008133,0.20357724,0.10569105,0.07577236,0.08487805,0.077723578,0.62178862,58900,62900,3075,134098,0.022930991
90,5,Selective public,154000,56700,0.6661963522075430,0.020699317,0.11713412,0.22843583,0.41224232,0.2568545,0.14046374,0.098893553,0.091545872,0.083226115,0.62724078,48400,51700,34977,1944082,0.017991524
90,6,Selective private,154100,57700,0.6612326373914680,0.023612354,0.12623097,0.24082363,0.42636529,0.23836169,0.12477618,0.1038496,0.10664727,0.096687555,0.6455909,49600,53700,8936,486852,0.018354654
90,7,Nonselective four-year public,154100,39000,0.5574489305962250,0.0042844899,0.044130251,0.11482433,0.2377892,0.26649529,0.18894601,0.16495287,0.14181662,0.12682091,0.53041989,35500,39400,2334,257854,0.009051634
90,8,Nonselective four-year private not-for-profit,154100,40200,0.553203474937675,0.0086206896,0.065270938,0.13793103,0.27463055,0.22044334,0.1724138,0.17980295,0.15270936,0.13916256,0.57635468,34500,39900,812,55947,0.014513737
90,9,Two-year (public and private not-for-profit),154000,40400,0.562037767229863,0.0072600283,0.053301476,0.1218582,0.25694987,0.24298121,0.19459634,0.15875569,0.14671691,0.13077241,0.50493956,35100,40200,21763,2021451,0.010766029
90,10,Four-year for-profit,154200,43800,0.5880555412002820,0.008583691,0.075107299,0.1555794,0.30257511,0.23283261,0.18776824,0.13733906,0.13948499,0.12446352,0.44742489,38000,43500,932,126025,0.0073953583
90,11,Two-year for-profit,154300,36200,0.5439583740815920,0,0.040485829,0.10121457,0.23076923,0.24291499,0.19838057,0.15384616,0.17408907,0.14979757,0.41295546,32800,36600,247,42313,0.0058374493
